timestamp,flow_duration,src_ip,dst_ip,src_port,dst_port,protocol,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,urg_flag_count,packet_length_mean,packet_length_std,flow_iat_mean,flow_iat_std,conn_state,label
2026-01-15 10:00:31,1.3994949850435447,192.168.1.24,8.8.8.8,52825,53,TCP,20,9,1077,2930,1,1,1,0,2,0,438.42246503858877,95.2934378061133,0.1130170882611121,0.03865890021705789,SF,BENIGN
2026-01-15 10:00:32,2.962470212848959,192.168.1.15,8.8.8.8,46640,80,TCP,7,24,578,6031,1,1,1,0,2,0,229.39695398776266,142.40749653978162,0.11823832792625513,0.03105135758782448,SF,BENIGN
2026-01-15 10:00:34,0.5017186869248899,192.168.1.20,10.0.0.1,36693,53,TCP,12,13,1921,1572,1,1,1,0,3,0,249.17309185106726,140.77238312171684,0.18778951461451646,0.005419195559791088,SF,BENIGN
2026-01-15 10:00:36,2.858668863630836,192.168.1.13,8.8.8.8,36984,53,TCP,16,7,1300,3527,1,1,1,0,3,0,138.36632797217584,128.3868441031749,0.1436725857666005,0.03252549945766776,SF,BENIGN
2026-01-15 10:00:39,3.3044839567825903,192.168.1.10,10.0.0.1,48173,443,TCP,8,9,1383,1445,1,1,1,0,1,0,354.69417307296953,40.20822827074876,0.06353369157699991,0.014478334466312439,SF,BENIGN
2026-01-15 10:00:40,3.46873593112652,192.168.1.18,10.0.0.1,38228,80,UDP,18,13,480,529,1,1,1,0,3,0,365.314112517262,102.82473904917936,0.05977149986252616,0.03835539087565689,SF,BENIGN
2026-01-15 10:00:42,2.195665903005329,192.168.1.10,8.8.8.8,58937,53,TCP,6,16,906,4020,1,1,1,0,2,0,95.4766775224774,67.40469699254328,0.1872867219989243,0.04874883192577672,SF,BENIGN
2026-01-15 10:00:44,1.8532652380270884,192.168.1.17,10.0.0.1,41589,53,TCP,18,24,933,2439,1,1,1,0,2,0,441.1962321844563,125.4003235922516,0.17746907888603164,0.006115386285418493,SF,BENIGN
2026-01-15 10:00:47,1.7277087929375008,192.168.1.23,10.0.0.1,58313,53,TCP,13,10,742,3633,1,1,1,0,1,0,397.6795029949792,48.91638328093637,0.16515145506341652,0.025713645560552396,SF,BENIGN
2026-01-15 10:00:48,3.997192945849023,192.168.1.17,8.8.8.8,51627,80,TCP,13,7,1443,3376,1,1,1,0,4,0,331.4217037932975,129.6759512253705,0.07291847496073733,0.006242024080383615,SF,BENIGN
2026-01-15 10:00:51,1.3799544623120301,192.168.1.18,8.8.8.8,49548,443,TCP,15,18,2394,1447,1,1,1,0,4,0,412.81675117714383,44.71024068529849,0.01843344140551391,0.024622588195473756,SF,BENIGN
2026-01-15 10:00:52,4.0519032615305095,192.168.1.16,10.0.0.1,32292,53,TCP,15,8,1530,4654,1,1,1,0,3,0,326.75037451912,62.403777631461985,0.14246959869693582,0.02994856149500572,SF,BENIGN
2026-01-15 10:00:54,3.3581542276425806,192.168.1.22,10.0.0.1,59583,80,TCP,14,17,301,2989,1,1,1,0,3,0,157.7675934065775,122.14864757208541,0.1252656983911549,0.019501215338144216,SF,BENIGN
2026-01-15 10:00:56,3.4105734426314895,192.168.1.25,10.0.0.1,56084,53,UDP,7,14,2411,5938,1,1,1,0,3,0,114.55326402795819,143.75995611882178,0.05462503372006995,0.01896887589327119,SF,BENIGN
2026-01-15 10:00:59,0.8220344150042862,192.168.1.11,8.8.8.8,45569,53,TCP,7,19,1997,7759,1,1,1,0,2,0,345.7879887346258,69.91720076105767,0.08593404394654215,0.01164071052910842,SF,BENIGN
2026-01-15 10:01:01,4.474033148435696,192.168.1.13,10.0.0.1,37170,80,TCP,19,6,1320,7449,1,1,1,0,1,0,248.89087542396385,124.18415822389439,0.1368397691914071,0.049455160387990166,SF,BENIGN
2026-01-15 10:01:02,4.755194081371464,192.168.1.24,10.0.0.1,53569,53,TCP,19,10,2244,4186,1,1,1,0,3,0,358.15741100518926,129.1821754194497,0.0626891570948407,0.03999536759002873,SF,BENIGN
2026-01-15 10:01:04,1.2723047326917012,192.168.1.24,8.8.8.8,39362,80,TCP,15,22,630,1633,1,1,1,0,2,0,165.5667474994291,110.2134755988768,0.14421963692196493,0.007890298282124513,SF,BENIGN
2026-01-15 10:01:06,2.7587945884691853,192.168.1.23,8.8.8.8,57292,443,TCP,5,23,1858,4407,1,1,1,0,1,0,428.81441325061587,58.81964480840985,0.08409746313210657,0.04512386938858304,SF,BENIGN
2026-01-15 10:01:09,2.7372807812901345,192.168.1.17,10.0.0.1,38943,443,TCP,17,15,1956,6432,1,1,1,0,2,0,390.98709533314667,139.54041068696688,0.1963371757285954,0.0290355633289627,SF,BENIGN
2026-01-15 10:01:11,3.0002746005767635,192.168.1.10,8.8.8.8,44044,80,TCP,10,6,1365,3605,1,1,1,0,3,0,158.31430515824815,62.48995463457011,0.15463364449986516,0.022060679700386134,SF,BENIGN
2026-01-15 10:01:13,4.176428997260836,192.168.1.18,10.0.0.1,45411,80,TCP,6,16,1218,5825,1,1,1,0,1,0,369.0562283560311,104.72810518170563,0.15330430877131,0.0477325279722195,SF,BENIGN
2026-01-15 10:01:14,0.1998620848696285,192.168.1.14,8.8.8.8,45517,53,UDP,11,19,1349,6782,1,1,1,0,3,0,142.08198304608683,98.94217420582112,0.15210587387150432,0.010153979212050395,SF,BENIGN
2026-01-15 10:01:17,4.82713178786703,192.168.1.13,10.0.0.1,40222,53,TCP,17,17,1112,1122,1,1,1,0,2,0,117.70348301501132,120.42251504365912,0.1715557154268713,0.03201852266675799,SF,BENIGN
2026-01-15 10:01:18,4.92083732242189,192.168.1.11,10.0.0.1,44037,53,TCP,15,5,2020,7236,1,1,1,0,4,0,119.04938213827947,144.9023837378952,0.13076117015927471,0.04229182899511062,SF,BENIGN
2026-01-15 10:01:21,2.2338870105376176,192.168.1.18,10.0.0.1,47634,443,TCP,13,15,1305,7305,1,1,1,0,1,0,183.20345220121396,78.60426002519017,0.1525904935471312,0.030643234010524503,SF,BENIGN
2026-01-15 10:01:23,1.748343437467739,192.168.1.25,10.0.0.1,35958,443,TCP,13,15,1445,7711,1,1,1,0,3,0,285.642680330246,87.16154272294145,0.046300720470148785,0.015861022266770598,SF,BENIGN
2026-01-15 10:01:24,2.8203634367511183,192.168.1.17,10.0.0.1,51164,53,TCP,5,7,1505,2315,1,1,1,0,4,0,335.9612474592247,59.80678391691149,0.12049556121314976,0.026296721994178616,SF,BENIGN
2026-01-15 10:01:26,2.1849686822555525,192.168.1.20,10.0.0.1,44868,443,TCP,12,8,1088,3084,1,1,1,0,1,0,354.8659935464685,143.61408285114652,0.14113107528670482,0.013619343785474514,SF,BENIGN
2026-01-15 10:01:29,1.4548481721465774,192.168.1.19,10.0.0.1,57283,80,TCP,16,10,1538,615,1,1,1,0,2,0,181.4951909098089,146.65834104335593,0.11513820369173557,0.03638378268095875,SF,BENIGN
2026-01-15 10:01:30,4.355459866588426,192.168.1.25,8.8.8.8,30401,53,TCP,20,19,1695,2010,1,1,1,0,1,0,173.41700448239988,132.0239854015767,0.031676556737735666,0.007940454580126962,SF,BENIGN
2026-01-15 10:01:32,2.927403666707009,192.168.1.11,8.8.8.8,56579,53,TCP,7,12,785,5071,1,1,1,0,4,0,304.3375309598962,122.79630787964453,0.05288055604235658,0.028515764080859807,SF,BENIGN
2026-01-15 10:01:34,2.269332919694709,192.168.1.23,10.0.0.1,50349,80,TCP,8,11,1164,2667,1,1,1,0,1,0,138.11112455092456,42.595761282436484,0.024262325091221906,0.0051204075171298585,SF,BENIGN
2026-01-15 10:01:36,3.0096748560858604,192.168.1.19,8.8.8.8,39440,53,TCP,19,7,1256,2667,1,1,1,0,2,0,237.30141745855832,90.79310923237523,0.13305059744647135,0.045878515034567274,SF,BENIGN
2026-01-15 10:01:39,0.44990820059348935,192.168.1.15,10.0.0.1,49498,53,TCP,14,19,809,4339,1,1,1,0,3,0,338.9014634410154,142.54791129672532,0.10508971365240585,0.027220784870528796,SF,BENIGN
2026-01-15 10:01:40,0.29531784249970394,192.168.1.23,10.0.0.1,49782,443,UDP,12,23,384,6764,1,1,1,0,3,0,293.2113843030163,119.2041705423217,0.043286238308214806,0.02835337284444218,SF,BENIGN
2026-01-15 10:01:42,1.4629672049678624,192.168.1.23,10.0.0.1,46112,80,TCP,18,15,1615,5989,1,1,1,0,1,0,397.3612449281305,62.8744762652655,0.14179799805685217,0.01796980079126551,SF,BENIGN
2026-01-15 10:01:45,4.086473570216066,192.168.1.11,10.0.0.1,40306,443,TCP,17,21,304,5887,1,1,1,0,4,0,232.90160119574895,44.385730381288525,0.07873807823881829,0.03903994193250082,SF,BENIGN
2026-01-15 10:01:46,3.8239536266989833,192.168.1.16,8.8.8.8,34293,443,TCP,20,8,418,5661,1,1,1,0,2,0,342.61964528709586,60.39751799113356,0.01259814824855153,0.023359580928045617,SF,BENIGN
2026-01-15 10:01:48,4.222887839923474,192.168.1.13,10.0.0.1,33849,53,TCP,20,14,2384,6278,1,1,1,0,3,0,233.7314268860806,82.72494500452132,0.09972175856164747,0.025555391272954114,SF,BENIGN
2026-01-15 10:01:50,1.033990817644849,192.168.1.14,10.0.0.1,39052,443,TCP,13,5,1458,6447,1,1,1,0,3,0,389.8660913643759,95.39003990484254,0.1353887430804347,0.04393672676151092,SF,BENIGN
2026-01-15 10:01:52,2.47327278920343,192.168.1.20,10.0.0.1,47807,443,TCP,15,11,1278,5184,1,1,1,0,4,0,166.41810504142046,120.82078176290365,0.018292986828487366,0.03851173182043382,SF,BENIGN
2026-01-15 10:01:55,4.075903622567897,192.168.1.22,10.0.0.1,55965,53,TCP,20,6,817,4614,1,1,1,0,3,0,401.7891159440197,133.6447486270601,0.09365817985642866,0.028667798906340268,SF,BENIGN
2026-01-15 10:01:56,3.639974755096149,192.168.1.23,10.0.0.1,35058,80,TCP,13,15,1928,5823,1,1,1,0,1,0,395.15315816975584,130.8043737535661,0.17327501499197065,0.02210042288851948,SF,BENIGN
2026-01-15 10:01:58,3.621715383592617,192.168.1.25,10.0.0.1,31176,53,UDP,14,12,670,4055,1,1,1,0,1,0,361.3367864078782,111.50580781277493,0.029096375661335314,0.012486415402815133,SF,BENIGN
2026-01-15 10:02:00,0.03919372001031721,192.168.1.150,10.0.0.1,41838,21,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:01,0.0813267526492858,192.168.1.150,10.0.0.10,45570,445,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:02,0.062484141758684775,192.168.1.150,10.0.0.8,47608,8080,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:03,0.03588684991735949,192.168.1.150,10.0.0.8,57910,8080,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:04,0.03250884019669312,192.168.1.150,10.0.0.7,49899,1433,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:05,0.061733073716078064,192.168.1.150,10.0.0.10,62913,80,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:06,0.07172195434606109,192.168.1.150,10.0.0.10,64401,3389,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:07,0.0818974107556839,192.168.1.150,10.0.0.5,59892,3306,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:08,0.018744753683405616,192.168.1.150,10.0.0.3,60560,445,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:09,0.09186650310873941,192.168.1.150,10.0.0.3,50705,22,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:10,0.055161528603835615,192.168.1.150,10.0.0.6,48930,139,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:11,0.08833572633925357,192.168.1.150,10.0.0.5,43773,1433,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:12,0.08241288796185058,192.168.1.150,10.0.0.7,51985,3389,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:13,0.07741104431830848,192.168.1.150,10.0.0.6,48590,445,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:14,0.01225221846818341,192.168.1.150,10.0.0.4,58396,135,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:15,0.07309694489238497,192.168.1.150,10.0.0.8,61274,8080,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:16,0.018747279875963946,192.168.1.150,10.0.0.8,57614,22,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:17,0.06286063109937468,192.168.1.150,10.0.0.9,63809,110,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:18,0.012944465816954222,192.168.1.150,10.0.0.7,52141,53,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:19,0.09115265911821893,192.168.1.150,10.0.0.6,61129,139,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:20,0.06964918642557802,192.168.1.150,10.0.0.8,61027,22,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:21,0.060812017831716705,192.168.1.150,10.0.0.3,42248,3306,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:22,0.07969317200243381,192.168.1.150,10.0.0.4,59529,80,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:23,0.025704740881125412,192.168.1.150,10.0.0.5,61661,3306,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:24,0.011420297516004423,192.168.1.150,10.0.0.10,48695,80,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:25,0.08002153353827825,192.168.1.150,10.0.0.8,56817,135,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:26,0.05122382698879139,192.168.1.150,10.0.0.9,41020,53,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:27,0.09187307462037064,192.168.1.150,10.0.0.8,42408,1433,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:28,0.0626828219693309,192.168.1.150,10.0.0.10,63335,445,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:29,0.01892606155111378,192.168.1.150,10.0.0.10,62995,110,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:30,0.05063994243687534,192.168.1.150,10.0.0.4,47487,110,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:31,0.038127121402768104,192.168.1.150,10.0.0.6,48352,110,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:32,0.04886888666965663,192.168.1.150,10.0.0.2,64398,22,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:33,0.039668138327458455,192.168.1.150,10.0.0.9,44005,139,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:34,0.06403690821022094,192.168.1.150,10.0.0.1,51522,53,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:35,0.08608360767412106,192.168.1.150,10.0.0.2,52044,80,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:36,0.08365841735866027,192.168.1.150,10.0.0.9,60105,3306,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:37,0.026237446476476897,192.168.1.150,10.0.0.5,63026,21,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:38,0.0691610171353116,192.168.1.150,10.0.0.3,42280,443,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:39,0.04778492443880529,192.168.1.150,10.0.0.4,51170,110,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:40,0.0895007966066509,192.168.1.150,10.0.0.10,45098,22,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:41,0.06463684066969139,192.168.1.150,10.0.0.7,53571,135,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:42,0.07106376292841197,192.168.1.150,10.0.0.5,55945,445,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:43,0.028398081191835865,192.168.1.150,10.0.0.1,46921,21,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:44,0.04875895102182427,192.168.1.150,10.0.0.8,44233,1433,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:45,0.045736405682256766,192.168.1.150,10.0.0.6,64315,22,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:46,0.061605971279725884,192.168.1.150,10.0.0.10,63248,110,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:47,0.09528528783940728,192.168.1.150,10.0.0.3,55076,3306,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:48,0.06299841594726208,192.168.1.150,10.0.0.4,57169,110,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:49,0.05594349560879335,192.168.1.150,10.0.0.3,43736,22,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:50,0.019252407499998656,192.168.1.150,10.0.0.3,48387,25,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:51,0.06651538949065307,192.168.1.150,10.0.0.3,55202,3306,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:52,0.06717684871545342,192.168.1.150,10.0.0.10,60464,445,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:53,0.06682466080228865,192.168.1.150,10.0.0.8,49000,135,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:54,0.043186383954083155,192.168.1.150,10.0.0.1,49406,21,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:55,0.051644049303454516,192.168.1.150,10.0.0.9,58163,110,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:56,0.02694155185623026,192.168.1.150,10.0.0.10,59824,445,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:02:57,0.017589621882210745,192.168.1.150,10.0.0.6,61172,1433,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:58,0.024287158718338725,192.168.1.150,10.0.0.9,52217,443,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:02:59,0.06677979169977816,192.168.1.150,10.0.0.1,50965,3306,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:00,0.023533599451203514,192.168.1.150,10.0.0.10,42670,3389,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:01,0.06355371053364174,192.168.1.150,10.0.0.7,42776,23,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:02,0.06814223386601391,192.168.1.150,10.0.0.9,53874,22,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:03,0.053764382878545465,192.168.1.150,10.0.0.6,47423,3306,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:03:04,0.0585793682572304,192.168.1.150,10.0.0.9,64203,3306,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:05,0.043904788374027226,192.168.1.150,10.0.0.3,45316,443,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:06,0.046977275034688015,192.168.1.150,10.0.0.8,62163,21,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:07,0.05806100347284351,192.168.1.150,10.0.0.8,50140,25,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:08,0.05155119805968903,192.168.1.150,10.0.0.10,49233,135,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:09,0.06441971028190753,192.168.1.150,10.0.0.4,48192,3306,TCP,2,1,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:10,0.021220999476728376,192.168.1.150,10.0.0.9,42748,3389,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:11,0.09517719367105847,192.168.1.150,10.0.0.7,47275,22,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:12,0.04365653389111181,192.168.1.150,10.0.0.7,52653,139,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:03:13,0.023144437613963807,192.168.1.150,10.0.0.6,41255,3306,TCP,2,0,80,0,2,0,0,1,0,0,40.0,0.0,0.005,0.001,REJ,PortScan
2026-01-15 10:03:14,0.06538134314471936,192.168.1.150,10.0.0.8,42596,135,TCP,2,1,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
2026-01-15 10:03:15,0.048092928305319076,192.168.1.150,10.0.0.10,49440,139,TCP,2,0,80,0,2,0,0,0,0,0,40.0,0.0,0.005,0.001,S0,PortScan
